"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1399365665761513477","https://twitter.com/saskvaccine/status/1399365665761513477","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/31 08:02 AM CST)","2021-05-31 14:02 +0000","209.0","2.0","0.009569377990430622","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1399003222686240769","https://twitter.com/saskvaccine/status/1399003222686240769","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/30 08:02 AM CST)","2021-05-30 14:02 +0000","225.0","1.0","0.0044444444444444444","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398640906165686280","https://twitter.com/saskvaccine/status/1398640906165686280","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/29 08:02 AM CST)","2021-05-29 14:02 +0000","206.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1398278254189027331","https://twitter.com/saskvaccine/status/1398278254189027331","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/28 08:01 AM CST)","2021-05-28 14:01 +0000","173.0","1.0","0.005780346820809248","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397915785629036557","https://twitter.com/saskvaccine/status/1397915785629036557","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/27 08:01 AM CST)","2021-05-27 14:01 +0000","176.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397553375689027590","https://twitter.com/saskvaccine/status/1397553375689027590","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/26 08:01 AM CST)","2021-05-26 14:01 +0000","167.0","1.0","0.005988023952095809","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1397191041355235334","https://twitter.com/saskvaccine/status/1397191041355235334","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/25 08:01 AM CST)","2021-05-25 14:01 +0000","263.0","11.0","0.04182509505703422","1.0","0.0","0.0","0.0","5.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1396828840085884930","https://twitter.com/saskvaccine/status/1396828840085884930","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/24 08:02 AM CST)","2021-05-24 14:02 +0000","189.0","4.0","0.021164021164021163","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1396466340001632262","https://twitter.com/saskvaccine/status/1396466340001632262","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/23 08:01 AM CST)","2021-05-23 14:01 +0000","226.0","2.0","0.008849557522123894","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1396104149343916036","https://twitter.com/saskvaccine/status/1396104149343916036","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/22 08:02 AM CST)","2021-05-22 14:02 +0000","200.0","4.0","0.02","0.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395741683732598787","https://twitter.com/saskvaccine/status/1395741683732598787","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/21 08:02 AM CST)","2021-05-21 14:02 +0000","200.0","3.0","0.015","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395379801805017089","https://twitter.com/saskvaccine/status/1395379801805017089","Currently Booking: 1st Dose: Residents 12 years and older (born on this day in 2009 or earlier) provincially (online and call centre booking available). c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/20 08:04 AM CST)","2021-05-20 14:04 +0000","194.0","3.0","0.015463917525773196","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395379136730914819","https://twitter.com/saskvaccine/status/1395379136730914819","Currently Booking: 1st Dose: Residents 16 years and older (born on this day in 2005 or earlier) provincially (online and call centre booking available).  c/o: https://t.co/ujWWhpRprS #sk #sask #GetVaccinatedSK (05/20 08:01 AM CST)","2021-05-20 14:01 +0000","147.0","1.0","0.006802721088435374","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1395016778082701316","https://twitter.com/saskvaccine/status/1395016778082701316","Currently Booking: 1st Dose: Residents 16 years and older (born on this day in 2005 or earlier) provincially (online and call centre booking available).  c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/19 08:01 AM CST)","2021-05-19 14:01 +0000","192.0","6.0","0.03125","0.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394656810141773824","https://twitter.com/saskvaccine/status/1394656810141773824","Currently Booking: 1st Dose: Residents 16 years and older (born on this day in 2005 or earlier) provincially (online and call centre booking available).  c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/18 08:11 AM CST)","2021-05-18 14:11 +0000","197.0","1.0","0.005076142131979695","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394654625806962694","https://twitter.com/saskvaccine/status/1394654625806962694","Currently Booking: 1st Dose: Residents 20 years and older (born on this day in 2001 or earlier) provincially (online and call centre booking available).  c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/18 08:02 AM CST)","2021-05-18 14:02 +0000","203.0","4.0","0.019704433497536946","0.0","0.0","0.0","3.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394307751342268422","https://twitter.com/saskvaccine/status/1394307751342268422","Currently Booking: 1st Dose: Residents 20 years and older (born on this day in 2001 or earlier) provincially (online and call centre booking available).  c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/17 09:04 AM CST)","2021-05-17 15:04 +0000","196.0","8.0","0.04081632653061224","0.0","0.0","0.0","4.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1394291958999248898","https://twitter.com/saskvaccine/status/1394291958999248898","Currently Booking: Residents 20 years and older (born on this day in 2001 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/17 08:01 AM CST)","2021-05-17 14:01 +0000","204.0","6.0","0.029411764705882353","1.0","0.0","0.0","2.0","0.0","1.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1393929909706248193","https://twitter.com/saskvaccine/status/1393929909706248193","Currently Booking: Residents 20 years and older (born on this day in 2001 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/16 08:02 AM CST)","2021-05-16 14:02 +0000","209.0","6.0","0.028708133971291867","0.0","0.0","2.0","2.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1393567123130122248","https://twitter.com/saskvaccine/status/1393567123130122248","Currently Booking: Residents 23 years and older (born on this day in 1998 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/15 08:01 AM CST)","2021-05-15 14:01 +0000","241.0","5.0","0.02074688796680498","1.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1393204671947235329","https://twitter.com/saskvaccine/status/1393204671947235329","Currently Booking: Residents 23 years and older (born on this day in 1998 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/14 08:00 AM CST)","2021-05-14 14:00 +0000","214.0","1.0","0.004672897196261682","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1392842623275069442","https://twitter.com/saskvaccine/status/1392842623275069442","Currently Booking: Residents 26 years and older (born on this day in 1995 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/13 08:02 AM CST)","2021-05-13 14:02 +0000","228.0","5.0","0.021929824561403508","1.0","0.0","0.0","1.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1392480096225689602","https://twitter.com/saskvaccine/status/1392480096225689602","Currently Booking: Residents 26 years and older (born on this day in 1995 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/12 08:01 AM CST)","2021-05-12 14:01 +0000","170.0","7.0","0.041176470588235294","0.0","0.0","0.0","3.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1392117766933540868","https://twitter.com/saskvaccine/status/1392117766933540868","Currently Booking: Residents 29 years and older (born on this day in 1992 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (05/11 08:01 AM CST)","2021-05-11 14:01 +0000","196.0","3.0","0.015306122448979591","0.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
